"","...1","date","locality","startTime","endTime","windowCount","window","plantID","plantSpecies","pollinatorSpecies","pollinatorID","inflorescencesVisited","Inflorescences total","notes","observers","year","month","day","treatment","beach","city","latitude","longitude","funcgroup","status","plantStatus","hoursperday","visitsperhr"
"79",79,2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,3,NA,"Bidens alba","Apis mellifera",NA,4,NA,NA,"Joel Gonzalez",2014,9,9,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.88333333333333,1.38728323699422
"80",80,2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,3,NA,"Bidens alba","Apis mellifera",NA,8,NA,NA,"Joel Gonzalez",2014,9,9,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.88333333333333,2.77456647398844
"81",81,2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,3,NA,"Bidens alba","Apis mellifera",NA,6,NA,NA,"Joel Gonzalez",2014,9,9,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.88333333333333,2.08092485549133
"82",82,2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,9,NA,"Bidens alba","Apis mellifera",NA,6,NA,NA,"Joel Gonzalez",2014,9,9,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.88333333333333,2.08092485549133
"83",83,2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,9,NA,"Bidens alba","Apis mellifera",NA,3,NA,NA,"Joel Gonzalez",2014,9,9,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.88333333333333,1.04046242774566
"84",84,2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,9,NA,"Bidens alba","Apis mellifera",NA,7,NA,NA,"Joel Gonzalez",2014,9,9,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",2.88333333333333,2.42774566473988
"85",85,2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,6,NA,"Bidens alba","Campsomeris ephippium",NA,4,NA,NA,"Joel Gonzalez",2014,9,9,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","unknown","native",2.88333333333333,1.38728323699422
"86",86,2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,9,NA,"Bidens alba","Campsomeris ephippium",NA,1,NA,NA,"Joel Gonzalez",2014,9,9,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","unknown","native",2.88333333333333,0.346820809248555
"87",87,2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,9,NA,"Bidens alba","Campsomeris ephippium",NA,2,NA,NA,"Joel Gonzalez",2014,9,9,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","unknown","native",2.88333333333333,0.69364161849711
"88",88,2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,11,NA,"Bidens alba","Campsomeris ephippium",NA,4,NA,NA,"Joel Gonzalez",2014,9,9,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","unknown","native",2.88333333333333,1.38728323699422
"89",89,2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,6,NA,"Bidens alba","Centris decolorata",NA,1,NA,NA,"Joel Gonzalez",2014,9,9,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","native",2.88333333333333,0.346820809248555
"90",90,2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,6,NA,"Bidens alba","Centris decolorata",NA,2,NA,NA,"Joel Gonzalez",2014,9,9,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","native",2.88333333333333,0.69364161849711
"91",91,2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,3,NA,"Bidens alba","Xylocopa mordax",NA,10,NA,NA,"Joel Gonzalez",2014,9,9,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","native",2.88333333333333,3.46820809248555
"92",92,2014-09-09,"1",1899-12-31 07:46:00,1899-12-31 10:39:00,12,3,NA,"Bidens alba","Xylocopa mordax",NA,6,NA,NA,"Joel Gonzalez",2014,9,9,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","native",2.88333333333333,2.08092485549133
"93",93,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,4,NA,"Bidens alba","Campsomeris ephippium",NA,1,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","unknown","native",3.26666666666667,0.306122448979592
"94",94,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,2,NA,"Bidens alba","Apis mellifera",NA,1,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.26666666666667,0.306122448979592
"95",95,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,2,NA,"Bidens alba","Apis mellifera",NA,1,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.26666666666667,0.306122448979592
"96",96,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,2,NA,"Bidens alba","Apis mellifera",NA,1,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.26666666666667,0.306122448979592
"97",97,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,6,NA,"Bidens alba","Apis mellifera",NA,3,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.26666666666667,0.918367346938776
"98",98,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,6,NA,"Bidens alba","Apis mellifera",NA,4,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.26666666666667,1.22448979591837
"99",99,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,2,NA,"Bidens alba","Centris decolorata",NA,1,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","native",3.26666666666667,0.306122448979592
"100",100,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,6,NA,"Bidens alba","Centris decolorata",NA,2,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","native",3.26666666666667,0.612244897959184
"101",101,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,8,NA,"Bidens alba","Centris decolorata",NA,2,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","native",3.26666666666667,0.612244897959184
"102",102,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,8,NA,"Bidens alba","Centris decolorata",NA,3,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","native",3.26666666666667,0.918367346938776
"103",103,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,2,NA,"Bidens alba","Stictia signata",NA,4,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",3.26666666666667,1.22448979591837
"104",104,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,2,NA,"Bidens alba","Stictia signata",NA,1,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",3.26666666666667,0.306122448979592
"105",105,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,2,NA,"Bidens alba","Stictia signata",NA,4,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",3.26666666666667,1.22448979591837
"106",106,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,2,NA,"Bidens alba","Stictia signata",NA,11,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",3.26666666666667,3.36734693877551
"107",107,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,6,NA,"Bidens alba","Stictia signata",NA,4,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",3.26666666666667,1.22448979591837
"108",108,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,6,NA,"Bidens alba","Stictia signata",NA,2,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",3.26666666666667,0.612244897959184
"109",109,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,6,NA,"Bidens alba","Stictia signata",NA,1,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",3.26666666666667,0.306122448979592
"110",110,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,6,NA,"Bidens alba","Stictia signata",NA,4,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",3.26666666666667,1.22448979591837
"111",111,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,6,NA,"Bidens alba","Stictia signata",NA,2,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",3.26666666666667,0.612244897959184
"112",112,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,6,NA,"Bidens alba","Stictia signata",NA,2,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",3.26666666666667,0.612244897959184
"113",113,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,6,NA,"Bidens alba","Stictia signata",NA,4,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",3.26666666666667,1.22448979591837
"114",114,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,6,NA,"Bidens alba","Stictia signata",NA,1,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",3.26666666666667,0.306122448979592
"115",115,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,6,NA,"Bidens alba","Stictia signata",NA,4,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",3.26666666666667,1.22448979591837
"116",116,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,8,NA,"Bidens alba","Stictia signata",NA,6,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",3.26666666666667,1.83673469387755
"117",117,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,8,NA,"Bidens alba","Stictia signata",NA,3,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",3.26666666666667,0.918367346938776
"118",118,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,8,NA,"Bidens alba","Stictia signata",NA,7,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",3.26666666666667,2.14285714285714
"119",119,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,8,NA,"Bidens alba","Stictia signata",NA,6,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",3.26666666666667,1.83673469387755
"120",120,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,8,NA,"Bidens alba","Stictia signata",NA,4,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",3.26666666666667,1.22448979591837
"121",121,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,8,NA,"Bidens alba","Stictia signata",NA,5,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",3.26666666666667,1.53061224489796
"122",122,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,8,NA,"Bidens alba","Stictia signata",NA,3,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",3.26666666666667,0.918367346938776
"123",123,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,8,NA,"Bidens alba","Stictia signata",NA,5,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","native","native",3.26666666666667,1.53061224489796
"124",124,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,6,NA,"Bidens alba","Xylocopa mordax",NA,6,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","native",3.26666666666667,1.83673469387755
"125",125,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,3,NA,"Bidens alba","Apis mellifera",NA,1,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","non-native","native",3.26666666666667,0.306122448979592
"126",126,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,7,NA,"Bidens alba","Campsomeris ephippium",NA,1,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","unknown","native",3.26666666666667,0.306122448979592
"127",127,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,7,NA,"Bidens alba","Campsomeris ephippium",NA,1,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","unknown","native",3.26666666666667,0.306122448979592
"128",128,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,9,NA,"Bidens alba","Campsomeris ephippium",NA,2,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","unknown","native",3.26666666666667,0.612244897959184
"129",129,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,9,NA,"Bidens alba","Campsomeris ephippium",NA,1,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","unknown","native",3.26666666666667,0.306122448979592
"130",130,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,9,NA,"Bidens alba","Campsomeris ephippium",NA,1,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","unknown","native",3.26666666666667,0.306122448979592
"131",131,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,9,NA,"Bidens alba","Campsomeris ephippium",NA,1,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","unknown","native",3.26666666666667,0.306122448979592
"132",132,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,9,NA,"Bidens alba","Campsomeris ephippium",NA,1,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","unknown","native",3.26666666666667,0.306122448979592
"133",133,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,9,NA,"Bidens alba","Campsomeris ephippium",NA,1,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","unknown","native",3.26666666666667,0.306122448979592
"134",134,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,9,NA,"Bidens alba","Campsomeris ephippium",NA,1,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","unknown","native",3.26666666666667,0.306122448979592
"135",135,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,9,NA,"Bidens alba","Campsomeris ephippium",NA,1,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","unknown","native",3.26666666666667,0.306122448979592
"136",136,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,9,NA,"Bidens alba","Campsomeris ephippium",NA,1,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","unknown","native",3.26666666666667,0.306122448979592
"137",137,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,10,NA,"Bidens alba","Campsomeris ephippium",NA,1,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","unknown","native",3.26666666666667,0.306122448979592
"138",138,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,10,NA,"Bidens alba","Campsomeris ephippium",NA,1,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","wasp","unknown","native",3.26666666666667,0.306122448979592
"139",139,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,3,NA,"Bidens alba","Centris decolorata",NA,1,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","native",3.26666666666667,0.306122448979592
"140",140,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,7,NA,"Bidens alba","Centris decolorata",NA,1,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","native",3.26666666666667,0.306122448979592
"141",141,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,9,NA,"Bidens alba","Centris decolorata",NA,1,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","native",3.26666666666667,0.306122448979592
"142",142,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,9,NA,"Bidens alba","Centris decolorata",NA,1,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","native",3.26666666666667,0.306122448979592
"143",143,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,9,NA,"Bidens alba","Centris decolorata",NA,1,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","native",3.26666666666667,0.306122448979592
"144",144,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,9,NA,"Bidens alba","Centris decolorata",NA,1,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","native",3.26666666666667,0.306122448979592
"145",145,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,10,NA,"Bidens alba","Centris decolorata",NA,1,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","native",3.26666666666667,0.306122448979592
"146",146,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,10,NA,"Bidens alba","Centris decolorata",NA,1,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","native",3.26666666666667,0.306122448979592
"147",147,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,10,NA,"Bidens alba","Centris decolorata",NA,1,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","native",3.26666666666667,0.306122448979592
"148",148,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,10,NA,"Bidens alba","Centris decolorata",NA,1,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","native",3.26666666666667,0.306122448979592
"149",149,2014-09-14,"1",1899-12-31 07:52:00,1899-12-31 11:08:00,10,10,NA,"Bidens alba","Centris decolorata",NA,1,NA,NA,"Brenda Segarra, Joel Gonzalez, Jenniffer Paniagua",2014,9,14,"before","Dos Palmas","Loiza","N18<U+00B0>26.670","W65<U+00B0>55.100","bee","native","native",3.26666666666667,0.306122448979592
